label,text,extracted_symp
migraine,"Along with recurrent headaches and blurred vision, I suffer acid reflux and trouble digesting my food.","headaches, blurred_vision, acid_reflux, digestive_trouble"
migraine,"I have been suffering from acid reflux, indigestion, and regular headaches, as well as distorted vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance.","acid_reflux, indigestion, headaches, distorted_vision, excessive_hunger, sore_neck, depression, irritability, visual_disturbance"
migraine,"I've been suffering visual disruptions, seeing things as distorted, and eyesight problems.","distorted_vision, eyesight_problems"
migraine,"I have been experiencing acidity, indigestion, headaches, and blurred and distorted vision, as well as excessive hunger, a stiff neck, depression, irritability, and visual disturbance.","acidity, indigestion, headaches, blurred_vision, distorted_vision, hunger, stiff_neck, depression, irritability, visual_disturbance"
migraine,"I've been irritated and depressed lately, and I've also noticed a change in my vision.","irritation, depression, vision_change"
migraine,"Along with excessive appetite, a stiff neck, depression, impatience, and visual disturbance, I've also been having indigestion, headaches, blurred vision, and acid reflux.","indigestion, headaches, blurred vision, acid_reflux"
migraine,"I have been feeling depressed and irritable, and have noticed a change in my vision.","depression, irritability, vision_change"
migraine,"I've been grumpy and gloomy lately, and I've also noticed a change in my vision.","grumpiness, gloominess, vision_change"
migraine,"I have been suffering from acid reflux, indigestion, frequent headaches, and impaired vision, as well as excessive hunger, a sore neck, depression, irritability, and visual disturbance.","acid_reflux, indigestion, headaches, impaired_vision, hunger, neck_pain, depression, irritability, visual_disturbance"
migraine,"I have been experiencing digestive issues, including acidity and indigestion, as well as frequent headaches and impaired vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance","acidity, indigestion, headaches, impaired_vision, hunger, neck_stiffness, depression, irritability, visual_disturbance"
migraine,"Along with headaches, indigestion, acid reflux, excessive appetite, a sore neck, sadness, impatience, and visual disturbance, I have also been experiencing blurred and distorted vision.","blurred_vision, distorted_vision, headaches, indigestion, acid_reflux, excessive_appetite, sore_neck, sadness, impatience, visual_disturbance"
migraine,"I have been struggling with acid reflux, indigestion, and headaches, as well as blurred and distorted vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance.","acid_reflux, indigestion, headaches, blurred_vision, excessive_hunger, sore_neck, depression, irritability, visual_disturbance"
migraine,"In add to frequent headaches and blurred vision, increased appetite, a stiff neck, anxiety, irritability, and visual disturbance, I have been having stomach problems, including indigestion and acidity.","headaches, blurred_vision, increased_appetite, stiff_neck, anxiety, irritability, visual_disturbance, indigestion, acidity"
migraine,"Acidity and indigestion are among the digestive problems I've been having, along with regular headaches, blurred vision, increased hunger, stiff neck, sadness, impatience, and visual disruption.","acidity, indigestion, headaches, blurred_vision, increased_hunger, stiff_neck, sadness, impatience, visual_disruption"
migraine,"I have been experiencing digestive issues, including acidity and indigestion, as well as regular headaches and distorted vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance.","acidity, indigestion, headaches, visual_disturbance, depression, irritability, hunger"
migraine,"Together with increased hunger, a sore neck, anxiety, irritation, and visual distortion, I've also been experiencing acid reflux, indigestion, frequent headaches, and impaired eyesight.","acid_reflux, indigestion, headaches, impaired_eyesight"
migraine,"Along with increased hunger, a sore neck, melancholy, impatience, and visual distortion, I've also been experiencing acid reflux, indigestion, frequent headaches, and blurred eyesight.","acid_reflux, indigestion, headaches, blurred_vision, hunger, neck_pain, melancholy, impatience"
migraine,"In addition to recurrent headaches and blurred vision, increased appetite, a stiff neck, sadness, irritability, and visual disturbance, I have been having stomach problems, including indigestion and acidity.","headaches, blurred_vision, increased_appetite, stiff_neck, sadness, irritability, visual_disturbance, indigestion, acidity"
peptic ulcer disease,"I have a stomach ache that keeps me from falling or staying asleep. After using the restroom, I feel worn out and lose interest in food. I'm constantly pretty anxious.","stomach_ache, insomnia, fatigue, anxiety"
peptic ulcer disease,Constipated and diarrheal bowel motions have been happening to me. I frequently have a lack of energy and appetite.,"constipation, diarrhea, fatigue, loss_of_appetite"
peptic ulcer disease,"Both my appetite and ongoing hunger are fierce. There are times when my stomach hurts and cramps. Following a meal, I have very painful gas and bloating.","fierce_appetite, ongoing_hunger, stomach_pain, gas, bloating"
peptic ulcer disease,"My bloody stools have caused me to lose a lot of things, including iron and bloos. I now have anaemia as a result, and I typically feel rather weak.","bloody_stools, anemia, weakness"
peptic ulcer disease,"On occasion, throughout the day or at night, I have burning in my upper abdomen. I frequently get extreme nauseous episodes, heartburn, and indigestion.","burning, nausea, heartburn, indigestion"
peptic ulcer disease,"I have both bloating and unease. I no longer like eating because I've been losing weight. I sometimes vomit blood and have tarry, black stools.","bloating, unease, weight_loss, vomiting_blood, tarry_stools"
peptic ulcer disease,"My stomach only feels worse when I stoop or recline. After eating particular meals, such as spicy or acidic cuisine, I have discomfort. This occasionally causes me to have loose stools.","discomfort, loose_stools, stomach_problems"
peptic ulcer disease,"I unknowingly lose weight and find it difficult to gain weight. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so much.","weight_loss, pain, discomfort, mouth_hurts"
peptic ulcer disease,"A sour, acidic taste is all over my mouth. Belching and burping are common in me. I have pressure or fullness in my upper abdomen for a few hours.","taste, burping, pressure"
peptic ulcer disease,I frequently get swallowing issues and the sensation that food is getting stuck in my throat. I regularly belch and feel bloated. My aftertaste is unpleasant all the time.,"swallowing_issues, food_stuck_throat, bloating, unpleasant_aftertaste"
peptic ulcer disease,"My bowel motions have changed; they've been constipated and diarrhoeal. I lack energy, appetite, and frequently feel really exhausted.","constipation, diarrhea, fatigue, loss_of_appetite"
peptic ulcer disease,"I regularly have trouble swallowing, and I sometimes feel like food is becoming trapped in my throat. I frequently feel bloated and belch. Every time, I have a bad aftertaste.","trouble_swallowing, food_trapped_in_throat, bloating, bad_aftertaste"
peptic ulcer disease,"I occasionally have burning in my upper abdomen throughout the day or at night. I regularly get severe heartburn, indigestion, and nausea.","burning, heartburn, indigestion, nausea"
peptic ulcer disease,"I'm feeling both bloated and uneasy. Because I've been losing weight, I no longer like eating. I occasionally get tarry, black stools and blood in my vomit.","bloating, uneasiness, weight_loss, tarry_stools, blood_vomit"
peptic ulcer disease,"I've lost a lot of stuff because of my bloody stools, including iron and bloos. As a result, I now have anaemia and generally feel rather weak.","bloody_stools, anemia, weak"
peptic ulcer disease,I have a strong appetite and am constantly hungry. My stomach occasionally aches and cramps. I have really painful gas and bloating after eating.,"hunger, stomach_ache, gas, bloating"
peptic ulcer disease,I've been experiencing bowel movements that are both constipated and diarrhoeic. I often lack the will to eat and energy.,"constipation, diarrhea, lack_of_appetite, fatigue"
peptic ulcer disease,"Only when I hunch down or lie down does my stomach hurt more. I have pain after eating certain foods, such as hot or acidic food. I occasionally get loose stools as a result of this.","stomach_pain, food_sensitivity, loose_stools"
peptic ulcer disease,"Due to a stomach discomfort, I have problems sleeping or staying asleep. I am exhausted after using the bathroom and lose my appetite. I'm quite nervous all the time.","stomach_discomfort, insomnia, exhaustion, loss_of_appetite, nervousness"
peptic ulcer disease,I can't get to sleep or remain asleep because I have a stomach pain. I get exhausted after using the bathroom and stop being hungry. I worry a lot of the time.,"stomach_pain, insomnia, exhaustion, worry"
peptic ulcer disease,"My mouth is filled with a sour, acidic flavour. I have frequent belching and burping. My upper abdomen has felt pressed in or full for the past few hours.","sour_taste, belching, burping, abdominal_discomfort"
peptic ulcer disease,"I unintentionally lose weight and find it challenging to gain it back. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so severely right now.","weight_loss, pain, discomfort, antacids"
peptic ulcer disease,I inadvertently lose weight and have a hard time gaining it back. I use antacids to get rid of the pain and discomfort I experience. It aches so much in my mouth.,"weight_loss, pain, discomfort, antacids"
peptic ulcer disease,"Bending down or reclining down only makes my stomach feel more. I have pain after eating some foods, such as hot or acidic food. I occasionally get loose stools as a result of this.","stomach_pain, food_sensitivity, loose_stools"
peptic ulcer disease,"My mouth is filled with an acidic, sour flavour. Burping and belching are frequent in me. For a few hours, my upper abdomen has felt pressured or full.","acidic, sour, burping, belching, upper_abdomen_pressure"
peptic ulcer disease,"My appetite and chronic hunger are both ferocious. My stomach may occasionally ache and spasm. I have gas and bloating after eating, which is really painful.","ferocious_appetite, stomach_ache, spasm, gas, bloating"
peptic ulcer disease,My bowel movements have become constipated and diarrheal. I often feel quite tired and lack both energy and appetite.,"constipation, diarrhea, fatigue, lack_of_appetite"
peptic ulcer disease,I have difficulty swallowing food and often get a sensation of the food getting stuck in my throat. I have constant belching and bloating. There is a persitent sour taste in my mouth,"difficulty_swallowing, sensation_of_food_stuck, belching, bloating, sour_taste"
peptic ulcer disease,I have bloating and a feeling of uneasiness. I have been experiencing weight loss and a loss of appetite. Sometimes I have dark and tarry stools and blood in my vomit,"bloating, uneasiness, weight_loss, loss_of_appetite, dark_stools, blood_vomit"
peptic ulcer disease,I have been having bloody stools which has resulted in bloos loss and loss of iron. Thiis has caused me anemia and I feel very weak in general,"bloody_stools, anemia, weakness"
peptic ulcer disease,"I have changes in my bowel movements, such as constipation and diarrhea. I have a loss of appetite and energy and often feel very fatigued","constipation, diarrhea, loss_of_appetite, fatigue"
peptic ulcer disease,I have abdominal pain and it gets only worse if I bend over or lie down. I feel discomfort when I eat certain foods such as spicy or acidic food. Sometimes I get loose stools because of this,"abdominal_pain, worsened_by_bending, worsened_by_lying_down, food_intolerance, loose_stools"
peptic ulcer disease,I have difficulty sleeping due to abdominal pain or discomfort. I have a loss of appetite and feel fatigued after going to the bathroom. I feel very tited all the time,"abdominal_pain, loss_of_appetite, fatigue, tiredness"
peptic ulcer disease,I have a sour acidic taste in my mouth. I have frequent belching and burping. I have a feeling of pressure or fullness in my upper abdomen that last for a few hours,"taste, belching, burping, pressure, fullness"
peptic ulcer disease,I have unintended weight loss and difficulty gaining weight. I have pain and discomfort that is relieved by taking antacids. My mouth tastes very bad,"weight_loss, difficulty_gaining_weight, pain, discomfort, bad_taste"
peptic ulcer disease,"Occasionally throughout the day or at night, I have burning in my upper abdomen. I get indigestion, heartburn, and frequent bouts of extreme nausea.","burning, indigestion, heartburn, nausea"
peptic ulcer disease,"Bloating and unease are both present in me. I've been losing weight and losing interest in food. I occasionally get tarry, black stools and vomit that contains blood.","bloating, unease, weight_loss, loss_of_appetite, tarry_stools, blood_vomiting"
peptic ulcer disease,"I have trouble swallowing, and I frequently feel like food is getting stuck in my throat. I feel bloated and belch constantly. I always get a sour taste in my mouth.","trouble_swallowing, food_stuck_in_throat, bloating, sour_taste"
peptic ulcer disease,"My hunger and appetite are persistent and ravenous. Periodically, my stomach may cramp and spasm. After eating, I have bloating and gas, which makes me quite uncomfortable.","hunger, appetite, persistence, stomach_cramp, gas, bloating"
peptic ulcer disease,"I have stomach ache, and bending over or lying down just makes it worse. When I consume certain meals, such as spicy or acidic cuisine, I have discomfort. This sometimes causes me to have loose stools.","stomach_ache, worsened_by_bending_or_lying, loose_stools"
peptic ulcer disease,"I have trouble falling or staying asleep because of stomach ache. After using the restroom, I feel drained and lose my appetite. I constantly feel really anxious.","anxiety, stomach_ache, difficulty_falling_asleep, loss_of_appetite"
peptic ulcer disease,"My mouth is filled with a sour, acidic flavour. My burping and belching are frequent. For a few hours, I get pressure or fullness in my upper belly.","sour_taste, acidic_flavor, burping, belching, upper_abdominal_pressure, fullness"
peptic ulcer disease,I lose weight unintentionally and find it challenging to acquire weight. I use antacids to ease the pain and discomfort I experience. My mouth feels horrible.,"weight_loss, acid_reflux, discomfort, mouth_pain"
peptic ulcer disease,"I occasionally have burning in my upper abdomen throughout the day or at night. I get heartburn, indigestion, and regular episodes of severe nausea.","burning, heartburn, indigestion, nausea"
peptic ulcer disease,"I feel bloated and uneasy at the same time. I've been losing weight, and I no longer like eating. I occasionally get bloody vomit and dark, tarry stools.","bloating, weight_loss, nausea, vomiting, blood_in_stool"
peptic ulcer disease,I often feel like food is getting caught in my throat and have problems swallowing. I feel bloated and frequently belch. I constantly have a bitter aftertaste.,"throat_trouble, swallowing_issues, bloating, belching, bitter_taste"
peptic ulcer disease,"I've lost a lot of stuff because of my bloody stools, including iron and bloos. Because of this, I now have anaemia and usually feel fairly weak.","bloody_stools, anemia, weakness"
peptic ulcer disease,"I have persistant, gnawing hunger and apetite. Sometimes I get abdominal cramps and spasms. There is bloating and gas after eating which causes me a great deal of uneasiness","hunger, appetite, abdominal_cramps, bloating, gas, uneasiness"
peptic ulcer disease,"My bloody stools have caused me to lose iron and bloos, among other things. I now have anaemia from this, and I generally feel quite weak.","bloody_stools, anemia, weakness"
peptic ulcer disease,"I have a burning sensation in my upper abdomen, ofetn between or at night. I have heartburn and indigestion and often feel very nauseous","burning, heartburn, indigestion, nausea"
pneumonia,"I've been feeling very lousy, with a high temperature, shortness of breath, sweating, chills, and extreme weariness. My heart is beating, and I've been coughing up a lot of brownish phlegm.","high_temperature, shortness_of_breath, sweating, chills, extreme_fatigue, coughing, phlegm"
pneumonia,"I'm drenched with sweat and struggling to breathe. I don't feel well and have a lot of mucous in my throat. My chest aches, and my heart is racing. I'm coughing up mucus that is crimson in colour.","coughing, mucus, chest_pain, shortness_of_breath"
pneumonia,I can't seem to catch my breath and I'm sweating a lot. I feel really sick and have a lot of phlegm in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is brownish and stringy.,"shortness_of_breath, coughing_up_mucus, phlegm_in_throat, chest_pain, racing_heart"
pneumonia,I can't seem to catch my breath and I'm sweating a lot. I feel really sick and have a lot of phlegm in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is yellowish.,"breathing_difficulty, sweating, sickness, phlegm, chest_pain, heart_racing, yellowish_mucus"
pneumonia,I'm having a hard time breathing and I feel really uncomfortable. I'm sweating a lot and there's a lot of phlegm in my throat. My chest hurts and my heart is beating fast. The mucus I'm coughing up is brownish.,"breathing_difficulty, phlegm, chest_pain, fast_heart_beat, brownish_mucus"
pneumonia,"I've got a high fever and can't seem to catch my breath. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and black phlegm. My chest aches, and my heart has been racing rapidly.","fever, difficulty_breathing, sweating, phlegm, chest_pain, racing_heart"
pneumonia,"I'm running a temperature and can't seem to catch my breath. I've been sweating tremendously and feeling overall unwell and weak. I've also had some thick, black phlegm. My heart has been beating frantically, and my chest hurts.","fever, shortness_of_breath, phlegm, rapid_heartbeat, chest_pain"
pneumonia,"My fever is really high, and I'm having difficulty breathing. I'm drenched in sweat and shivering with chills. I'm quite fatigued, and my heart is racing. I'm also expecting some brownish phlegm.","fever, difficulty_breathing, chills, fatigue, phlegm"
pneumonia,"I'm having trouble breathing and am quite uneasy. My throat is filled with a lot of phlegm, and I'm perspiring a lot. My heart is racing, and my chest aches. I'm coughing up reddish mucous.","breathing_trouble, phlegm, perspiration, heart_racing, chest_pain, coughing_up_mucus"
pneumonia,"I've been getting chills, feeling tired, and I can't seem to shake this cough. My chest aches and my heart feels like it's racing at a million miles per hour when I cough. I'm coughing out a foul rusty phlegm.","chills, fatigue, cough, phlegm, chest_pain"
pneumonia,"I've been having a lot of respiratory issues lately along with chills, exhaustion, a cough, and a high temperature. I've been sweating profusely and generally feeling ill and weak. My chest aches, and my heart has been racing rapidly.","cough, chills, exhaustion, fever, high_temperature, rapid_heart_rate, sweating"
pneumonia,"I'm dripping with perspiration and can't seem to catch my breath. My throat is filled with a lot of phlegm, and I feel awful. My heart is pounding, and my chest aches. I'm coughing up brownish mucous.","perspiration, shortness_of_breath, phlegm, chest_pain, coughing"
pneumonia,"Lately I've been experiencing chills, fatigue, a cough, a high fever, and difficulty breathing. I've been sweating a lot and just feeling really sick and weak. I've also had some phlegm that's been really thick and dark.","fever, cough, difficulty_breathing, phlegm, sweating"
pneumonia,"I've recently been suffering with chills, lethargy, a cough, a high temperature, and difficulties breathing. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and red phlegm.","chills, lethargy, cough, fever, difficulty_breathing, sweating, phlegm"
pneumonia,"I've had chills, lethargy, a cough, a high temperature, and difficulties breathing lately. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and black phlegm.","chills, lethargy, cough, high_temperature, difficulties_breathing, sweating, phlegm"
pneumonia,"I've recently had chills, exhaustion, a cough, a high temperature, and breathing issues. I've been perspiring a lot and generally feeling weak and ill. I've had some quite thick and black phlegm. My heart has been racing quite quickly.","chills, exhaustion, cough, fever, breathing_issues, perspiration, weakness, phlegm, rapid_heart_rate"
pneumonia,"I've been coughing a lot and feeling incredibly chilly and exhausted. I have a pretty high fever, and it's difficult for me to breathe. I've been perspiring a lot and generally feeling weak and ill. I've had some quite thick and black phlegm.","coughing, fever, difficulty_breathing, perspiration, phlegm"
pneumonia,"I have a lot of difficulty breathing. I don't feel well, and I'm perspiring a lot. My chest hurts, and I have a lot of mucus in my throat. I'm having trouble breathing, and the phlegm I'm coughing up has a strange hue.","difficulty_breathing, perspiration, chest_pain, mucus, cough"
pneumonia,"I'm having a lot of problems breathing. I'm not feeling good, and I'm sweating a lot. I have a lot of mucous in my throat and my chest hurts. My breathing is laboured, and the phlegm I'm coughing up has an odd tint.","breathing_problems, coughing, mucus, chest_pain, shortness_of_breath"
pneumonia,"I'm having trouble breathing and am really uncomfortable. I'm sweating profusely and have a lot of mucus in my throat. My chest aches, and my heart is racing. I'm coughing up dark mucous.","trouble_breathing, discomfort, sweating, mucus_in_throat, chest_ache, racing_heart, coughing"
pneumonia,"I'm drenched with sweat and can't seem to catch my breath. My throat is clogged with mucus, and I'm miserable. My heart is racing, and my chest aches. I'm coughing up a brownish stringy mucus.","shortness_of_breath, coughing, mucus, chest_pain"
pneumonia,"I'm dripping with perspiration and can't seem to catch my breath. My throat is filled with a lot of phlegm, and I feel awful. My heart is pounding, and my chest aches. I'm coughing up a stringy, brownish mucous.","perspiration, difficulty_breathing, phlegm, chest_pain, coughing"
pneumonia,"I'm saturated with sweat and struggling to breathe. My throat is blocked with mucous, and I'm uncomfortable. My heart is racing, and my chest aches. I'm coughing up a darkish stringy mucous.","sweating, breathing_difficulty, throat_blockage, mucous, discomfort, racing_heart, chest_pain, coughing"
pneumonia,"I'm having a lot of trouble breathing and am really uneasy. I'm feeling unwell and am perspiring a lot. My chest hurts and I have a lot of mucus in my throat. My heart is racing, and the hue of the mucus I'm coughing up is off.","breathing_trouble, uneasiness, perspiration, chest_pain, mucus_in_throat, racing_heart"
pneumonia,"I've been experiencing chills, feel really exhausted, and my cough just won't go away. When I cough, my chest aches and my heart is pounding. It's a disgusting brownish hue, the mucous I'm coming up.","chills, exhaustion, cough, chest_ache, heart_palpitations, mucous_production"
pneumonia,"I've recently been suffering with chills, lethargy, a cough, a high temperature, and difficulties breathing. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and black phlegm.","chills, lethargy, cough, fever, shortness_of_breath, phlegm"
pneumonia,"I've been experiencing chills, feeling worn out, and I can't seem to get rid of this cough. When I cough, my chest aches and my heart feels as like it is beating a million miles per hour. I'm coughing up a nasty rust-colored phlegm.","chills, fatigue, cough, chest_pain, heart_palpitations, phlegm"
pneumonia,"I've been having chills and feeling exhausted, and I can't seem to shake this cough. My chest hurts when I cough, and my heart feels like it's going a million miles an hour. The phlegm I'm coughing up is a dirty rust color.","chills, exhaustion, cough, chest_pain, phlegm"
pneumonia,"I've been exhausted and chilly, and I can't stop coughing. When I do, it pains in my chest and makes my heart race. My coughing mucous has a disgusting brownish hue.","exhaustion, chills, coughing, chest_pain, heart_racing, mucous_color"
pneumonia,I can't seem to get enough air and I'm sweating a lot. I don't feel well and there's a lot of phlegm in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is reddish in color.,"shortness_of_breath, sweating, phlegm_in_throat, chest_pain, racing_heart"
pneumonia,"I've been coughing a lot recently with chest pain and feeling incredibly chilly and exhausted. Additionally, my heart is thumping rapidly, and the phlegm I cough up has a reddish hue.","cough, chest_pain, fatigue, rapid_heartbeat, reddish_phlegm"
pneumonia,"I've been suffering with chills, tiredness, and a cough recently. I've been sweating tremendously and feeling overall unwell and weak. I've also had some thick, black phlegm. My chest aches, and my heart has been racing.","chills, tiredness, cough, sweating, phlegm, chest_pain, heart_racing"
pneumonia,"I've been feeling really weak and cold lately, and this cough won't go away. It hurts in my chest when I cough, and my heart is pounding. The mucus I'm bringing up is a rusty brown color.","weakness, cold, cough, chest_pain, mucus_color"
pneumonia,"I've been feeling really drained and cold, and I can't stop coughing. It hurts in my chest when I do, and my heart feels like it's racing. The mucus I'm coughing up is a gross brownish color.","coughing, chest_pain, mucus_color, fatigue"
pneumonia,"I've been having chills and feeling really worn out, and this cough won't go away. My chest hurts when I cough, and my heart is racing. The mucus I'm bringing up is a gross brownish color.","chills, fatigue, cough, chest_pain, mucus"
pneumonia,"I've been feeling really cold and tired lately, and I've been coughing a lot with chest pain. My heart is beating really fast too, and when I cough, the phlegm is kind of a rusty color.","cold, tiredness, cough, chest_pain, fast_heart_beat, rusty_phlegm"
pneumonia,"I have a really high fever, and I'm having trouble breathing. I'm sweating a lot and feeling really cold and tired. My heart is beating really fast, and I have some brownish sputum","fever, difficulty_breathing, sweating, coldness, fatigue, rapid_heartbeat, sputum"
pneumonia,"I'm having problems breathing and have a very high fever. I'm perspiring a lot and experiencing extreme fatigue and chilly. My heart is racing, and I'm coughing up some brownish mucus.","breathing_problems, fever, perspiration, fatigue, chills, cough"
pneumonia,"My temperature is very high, and I'm having a hard time breathing. I'm sweating profusely, and I'm shaking with chills. I'm really tired, and my heart is beating really fast. I also have some brownish phlegm coming up","high_temperature, difficulty_breathing, profuse_sweating, chills, fatigue, rapid_heartbeat, phlegm"
pneumonia,"I'm having trouble breathing, and my fever is really high. I'm drenched in sweat and shivering from the chill. My heart is thumping rapidly, and I'm quite exhausted. Additionally, I'm about to have some brownish phlegm.","breathing_trouble, fever, sweating, chill, rapid_heartbeat, exhaustion, phlegm"
pneumonia,"I have a really high fever, and I have problems breathing. My heart is racing quite quickly, I'm perspiring a lot, and I feel chilly and exhausted. I'm also about to cough out some brownish phlegm.","fever, difficulty_breathing, rapid_heart_rate, excessive_perspiration, chills, cough"
pneumonia,"I've been feeling really sick with a high fever, shortness of breath, sweating, chills, and extreme fatigue. My heart rate is rapid, and I've been coughing up a lot of brownish sputum.","fever, shortness_of_breath, sweating, chills, fatigue, rapid_heart_rate, coughing"
pneumonia,"With a high temperature, shortness of breath, sweating, chills, and intense exhaustion, I've been feeling quite poorly. I've been coughing up a lot of brownish phlegm and my pulse rate is racing.","high_temperature, shortness_of_breath, sweating, chills, exhaustion, coughing, phlegm, racing_pulse"
pneumonia,I'm having a really hard time catching my breath and I'm sweating a lot. I feel really sick and have a lot of mucus in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is dark and looks like rust.,"breathing_difficulty, coughing, mucus, chest_pain, heart_racing"
pneumonia,"I'm sweating profusely and finding it difficult to catch my breath. I feel quite ill, and my throat is very mucous. My heart is pounding, and my chest aches. I'm coughing up thick mucous that resembles rust.","sweating, difficulty_breathing, mucous_throat, pounding_heart, chest_ache, coughing"
pneumonia,"My fever is really high, and I'm having trouble catching my breath. I'm sweating a lot, feeling cold and tired, and my heart is beating really fast. I also have some brownish phlegm coming up.","fever, difficulty_breathing, sweating, fatigue, rapid_heartbeat, phlegm"
pneumonia,"I'm sweating profusely and can't seem to get enough air. My throat is filled with a lot of mucus, and I don't feel good. My heart is pounding, and my chest aches. I'm coughing up reddish-colored mucous.","sweating, shortness_of_breath, coughing, chest_pain, mucus"
psoriasis,"I have noticed that my skin has become more sensitive than it used to be. There is a silver like dusting on my skin, especially on my back and elbows.","sensitive_skin, silver_dusting"
psoriasis,"I am worried about the constant peeling of the skin on my palm, elbow and knee. I have developed rashes on my arms, which itch if I touch them. All of these are making my life quite discomforting and miserable.","peeling, rashes, itching"
psoriasis,"There is strange pain in my joints. Also, I have noticed strange peeling of skin in different parts of my body. I am afraid there is something wrong going on with my body.","pain, skin_peeling"
psoriasis,"My nails have small dents on them. Even my joints have started to pain severely. There is a silver like dusting on my skin, particularly in my back.","dents, joint_pain, silver_dusting"
psoriasis,"My joints are experiencing an unusual discomfort. Additionally, I've experienced weird skin peeling in various places on my body. I'm concerned that something is wrong with my body. ","joint_discomfort, skin_peeling"
psoriasis,"For the past few weeks, I've had a skin rash on my arms, legs, and chest. It's red and irritating, with dry, scaly spots. I have a strange pain in my joints too.","skin_rash, joint_pain, redness, dryness, scaliness"
psoriasis,"I've had trouble falling asleep because of the rash's pain and itching. The skin on my fingers are starting to peel off. My nails have a few tiny cracks, which is really worrying. ","itching, pain, peeling_skin, tiny_crack"
psoriasis,"I have been experiencing a skin rash on my arms, legs, and torso for the past few weeks. It is red, itchy, and covered in dry, scaly patches.","rash, itching, dry_skin, scaly_patches"
psoriasis,"I am starting to have rashes on my skin. The rash often bleeds when I scratch or rub it. Moreover, I have noticed small dents in my nails.","rash, bleeding, dents"
psoriasis,"The rashes on my skin are not healing. Moreover, I have noticed a sudden peeling of the skin, especially the skin on my elbows and knees. I am really worried about this.","peeling, skin_rash, non_healing"
psoriasis,"My skin has been peeling, especially on my knees, elbows, and scalp. This peeling is often accompanied by a burning or stinging sensation.","peeling, burning, stinging"
psoriasis,"There is a silver like dusting on my skin, especially on my lower back and scalp. This dusting is made up of small scales that flake off easily when I scratch them.","dusting, scales, flaking"
psoriasis,"My skin is prone to infections due to dry, flaky patches. I am experiencing a strong pain in my joints. The skin on my knees and elbows is starting to peel off.","skin_infection, joint_pain, skin_peeling"
psoriasis,"Because of dry, flaky areas on my skin, I am prone to infections. My joints are in extreme pain . My knees and elbows' skin are starting to peel off.","flaky_skin, infections, joint_pain, skin_peeling"
psoriasis,"I have experienced fatigue and a general feeling of malaise. I often feel tired and have a lack of energy, even after a good night's sleep.","fatigue, malaise"
psoriasis,"The skin on my genitals is red and inflamed. It is often itchy, burning, and uncomfortable. There are rashes on different parts of the body too.","redness, inflammation, itching, burning, rash"
psoriasis,"I have noticed a sudden peeling of skin at different parts of my body, mainly arms, legs and back. Also, I face severe joint pain and skin rashes.","peeling, joint_pain, skin_rash"
psoriasis,My skin is very sensitive and reacts easily to changes in temperature or humidity. I often have to be careful about what products I use on my skin.,"sensitivity, skin_reaction"
psoriasis,"The skin around my mouth, nose, and eyes is red and inflamed. It is often itchy and uncomfortable. There is a noticeable inflammation in my nails.","redness, inflammation, itchiness, nail_inflammation"
psoriasis,The skin on my palms and soles is thickened and has deep cracks. These cracks are painful and bleed easily.,"thickened_skin, cracks, painful, bleeding"
psoriasis,"My nails have small dents or pits in them, and they often feel inflammatory and tender to the touch. Even there are minor rashes on my arms.","inflammation, tender_to_touch, rashes"
psoriasis,"I am starting to have rashes on my arms and neck. The rash often bleeds and hurts when I scratch it. I have also developed small dents in my nails, which is very strange.","rash, bleeding, itching, dents"
psoriasis,"I have experienced difficulty sleeping due to the itching and discomfort caused by the rash. There are small dents in my nails, which is really concerning.","itching, discomfort, small_dents"
psoriasis,"I have been experiencing joint pain in my fingers, wrists, and knees. The pain is often achy and throbbing, and it gets worse when I move my joints.","joint_pain, achy, throbbing"
psoriasis,The rash on my skin is worse in the winter months when the air is dry. I find that I have to moisturize more frequently and use humidifiers to keep my skin hydrated.,"dents, inflammation, skin_rash, tender_to_touch, dry_skin, moisturize, humidifiers"
psoriasis,"My skin is peeling, particularly on my knees, elbows, and scalp. This peeling is frequently accompanied by a stinging or burning feeling.","peeling, stinging, burning"
psoriasis,"My skin is peeling in places, especially on my knees, elbows, and arms. This peeling is often accompanied by a painful or burning sensation. I am also developing small dents on my nails, which is really concerning.","peeling, painful, burning, dents"
psoriasis,"My arms, face and back are all red and irritated. It is frequently irritating and unpleasant. My nails have a strange inflammation and have developed small dents. I have never seen anything like this.","redness, irritation, inflammation, dents"
psoriasis,"I've had trouble sleeping because of the itching and pain produced by the rash. My nails have little dents, which is really alarming. Moreover, my joints pain everyday and I have no idea what is causing it.","itching, pain, rash, joint_pain"
